session_id,stream_count,song_title_nunique,primary_artist_nunique,album_nunique,session_length,weekday,season,time_of_day_start,first_artist_listen_sum,first_song_listen_sum,first_album_listen_sum,first_listen_any_sum,artist_diversity,album_diversity,song_diversity,first_listen_ratio,cluster_filt
5165,3,3,2,2,0.09555555555555556,tuesday,spring,evening,2,3,2,3,0.6666666666666666,0.6666666666666666,1.0,1.0,1
5166,23,20,11,11,1.2347222222222223,thursday,spring,afternoon,1,4,3,4,0.4782608695652174,0.4782608695652174,0.8695652173913043,0.17391304347826086,2
5167,18,18,1,1,0.7847222222222222,thursday,spring,evening,0,0,0,0,0.05555555555555555,0.05555555555555555,1.0,0.0,0
5168,11,8,2,2,0.5433333333333333,thursday,spring,afternoon,0,0,0,0,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.0,0
5169,7,7,1,1,0.37444444444444447,friday,spring,afternoon,0,4,0,4,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,0
5170,29,29,16,20,1.5644444444444445,friday,spring,evening,3,18,13,18,0.5517241379310345,0.6896551724137931,1.0,0.6206896551724138,2
5171,5,5,1,1,0.31333333333333335,friday,spring,evening,0,0,0,0,0.2,0.2,1.0,0.0,0
5172,49,48,8,11,2.895,saturday,spring,morning,0,6,0,6,0.16326530612244897,0.22448979591836735,0.9795918367346939,0.12244897959183673,2
5173,15,15,1,1,1.1133333333333333,sunday,spring,evening,0,0,0,0,0.06666666666666667,0.06666666666666667,1.0,0.0,2
5174,1,1,1,1,0.0,sunday,spring,late  night,0,0,0,0,1.0,1.0,1.0,0.0,3
5175,7,7,1,1,0.5272222222222223,sunday,spring,morning,0,0,0,0,0.14285714285714285,0.14285714285714285,1.0,0.0,0
5176,24,24,7,7,1.2497222222222222,sunday,spring,afternoon,0,20,5,20,0.2916666666666667,0.2916666666666667,1.0,0.8333333333333334,2
5177,15,15,4,5,0.9336111111111111,tuesday,spring,evening,0,0,0,0,0.26666666666666666,0.3333333333333333,1.0,0.0,2
5178,4,4,4,4,0.10805555555555556,tuesday,spring,evening,0,1,1,1,1.0,1.0,1.0,0.25,3
5179,7,7,7,7,0.2722222222222222,tuesday,spring,evening,1,3,3,3,1.0,1.0,1.0,0.42857142857142855,3
5180,26,24,22,23,0.9958333333333333,thursday,spring,evening,2,16,15,16,0.8461538461538461,0.8846153846153846,0.9230769230769231,0.6153846153846154,2
5181,1,1,1,1,0.0,thursday,spring,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5182,12,12,1,1,0.695,thursday,spring,evening,0,2,0,2,0.08333333333333333,0.08333333333333333,1.0,0.16666666666666666,0
5183,1,1,1,1,0.0,friday,spring,afternoon,1,1,1,1,1.0,1.0,1.0,1.0,1
5184,3,3,2,3,0.049444444444444444,saturday,spring,afternoon,1,3,2,3,0.6666666666666666,1.0,1.0,1.0,1
5185,20,20,4,3,0.8791666666666667,saturday,spring,morning,0,17,2,17,0.2,0.15,1.0,0.85,2
5186,9,9,1,1,0.485,sunday,spring,afternoon,0,0,0,0,0.1111111111111111,0.1111111111111111,1.0,0.0,0
5187,22,22,1,2,1.2455555555555555,sunday,spring,afternoon,0,0,0,0,0.045454545454545456,0.09090909090909091,1.0,0.0,2
5188,16,16,1,2,0.8427777777777777,monday,spring,afternoon,0,0,0,0,0.0625,0.125,1.0,0.0,0
5189,10,10,7,8,0.5661111111111111,thursday,spring,afternoon,0,0,0,0,0.7,0.8,1.0,0.0,3
5190,14,13,1,1,0.7555555555555555,saturday,spring,morning,0,0,0,0,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.0,0
5191,12,11,2,5,0.7383333333333333,saturday,spring,afternoon,0,1,0,1,0.16666666666666666,0.4166666666666667,0.9166666666666666,0.08333333333333333,0
5192,10,10,2,7,0.5047222222222222,sunday,spring,morning,0,0,0,0,0.2,0.7,1.0,0.0,0
5193,6,6,3,5,0.3088888888888889,sunday,spring,afternoon,0,0,0,0,0.5,0.8333333333333334,1.0,0.0,0
5194,3,3,3,3,0.09388888888888888,sunday,spring,afternoon,0,1,0,1,1.0,1.0,1.0,0.3333333333333333,3
5195,1,1,1,1,0.0,monday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5196,1,1,1,1,0.0,monday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5197,3,2,1,2,0.025,tuesday,spring,night,0,0,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0
5198,9,9,1,1,0.4247222222222222,wednesday,spring,afternoon,0,0,0,0,0.1111111111111111,0.1111111111111111,1.0,0.0,0
5199,10,10,5,9,0.5577777777777778,wednesday,spring,evening,0,4,1,4,0.5,0.9,1.0,0.4,0
5200,1,1,1,1,0.0,wednesday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5201,15,15,1,8,1.0027777777777778,friday,spring,afternoon,0,0,0,0,0.06666666666666667,0.5333333333333333,1.0,0.0,2
5202,4,4,4,4,0.20777777777777778,friday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5203,7,7,7,7,0.38305555555555554,saturday,spring,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5204,1,1,1,1,0.0,sunday,spring,evening,0,1,1,1,1.0,1.0,1.0,1.0,1
5205,3,3,3,3,0.15611111111111112,sunday,spring,morning,0,1,1,1,1.0,1.0,1.0,0.3333333333333333,3
5206,1,1,1,1,0.0,sunday,spring,morning,0,0,0,0,1.0,1.0,1.0,0.0,3
5207,5,5,1,1,0.20555555555555555,monday,spring,morning,0,0,0,0,0.2,0.2,1.0,0.0,0
5208,32,32,6,5,1.521388888888889,monday,spring,afternoon,0,13,2,13,0.1875,0.15625,1.0,0.40625,2
5209,23,22,23,23,1.2083333333333333,wednesday,spring,evening,4,12,12,12,1.0,1.0,0.9565217391304348,0.5217391304347826,2
5210,1,1,1,1,0.0,wednesday,spring,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5211,27,27,22,25,1.4122222222222223,wednesday,spring,afternoon,0,4,5,5,0.8148148148148148,0.9259259259259259,1.0,0.18518518518518517,2
5212,1,1,1,1,0.0,wednesday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5213,26,26,18,23,1.7430555555555556,thursday,spring,evening,0,3,2,3,0.6923076923076923,0.8846153846153846,1.0,0.11538461538461539,2
5214,1,1,1,1,0.0,sunday,spring,morning,0,0,0,0,1.0,1.0,1.0,0.0,3
5215,6,6,1,1,0.22611111111111112,wednesday,spring,afternoon,0,0,0,0,0.16666666666666666,0.16666666666666666,1.0,0.0,0
5216,3,3,1,1,0.08333333333333333,wednesday,spring,afternoon,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.0,0
5217,1,1,1,1,0.0,wednesday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5218,1,1,1,1,0.0,thursday,spring,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5219,14,14,3,3,0.7597222222222222,friday,spring,night,0,0,0,0,0.21428571428571427,0.21428571428571427,1.0,0.0,0
5220,5,5,1,1,0.18305555555555555,saturday,spring,morning,0,0,0,0,0.2,0.2,1.0,0.0,0
5221,4,4,1,1,0.15555555555555556,saturday,spring,morning,0,0,0,0,0.25,0.25,1.0,0.0,0
5222,1,1,1,1,0.0,sunday,spring,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5223,2,2,2,2,0.016666666666666666,monday,spring,morning,1,1,1,1,1.0,1.0,1.0,0.5,3
5224,17,16,2,3,0.8072222222222222,monday,spring,morning,0,0,0,0,0.11764705882352941,0.17647058823529413,0.9411764705882353,0.0,0
5225,7,7,1,1,0.3186111111111111,monday,spring,afternoon,0,0,0,0,0.14285714285714285,0.14285714285714285,1.0,0.0,0
5226,1,1,1,1,0.0,monday,spring,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5227,6,6,1,1,0.2863888888888889,monday,spring,afternoon,0,0,0,0,0.16666666666666666,0.16666666666666666,1.0,0.0,0
5228,4,4,1,1,0.18305555555555555,monday,spring,afternoon,0,0,0,0,0.25,0.25,1.0,0.0,0
5229,19,19,3,8,1.113888888888889,thursday,spring,evening,0,0,0,0,0.15789473684210525,0.42105263157894735,1.0,0.0,2
5230,7,7,3,6,0.4072222222222222,thursday,spring,evening,0,0,0,0,0.42857142857142855,0.8571428571428571,1.0,0.0,0
5231,13,12,2,2,0.7438888888888889,friday,spring,afternoon,0,6,0,6,0.15384615384615385,0.15384615384615385,0.9230769230769231,0.46153846153846156,0
5232,12,12,2,7,0.7144444444444444,friday,spring,afternoon,0,0,0,0,0.16666666666666666,0.5833333333333334,1.0,0.0,0
5233,28,28,15,21,1.4794444444444443,saturday,spring,afternoon,2,8,6,8,0.5357142857142857,0.75,1.0,0.2857142857142857,2
5234,7,7,2,1,0.31472222222222224,sunday,summer,afternoon,0,0,0,0,0.2857142857142857,0.14285714285714285,1.0,0.0,0
5235,1,1,1,1,0.0,sunday,summer,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5236,10,10,4,7,0.4072222222222222,monday,summer,afternoon,1,1,1,1,0.4,0.7,1.0,0.1,0
5237,8,8,1,2,0.38972222222222225,monday,summer,afternoon,0,1,0,1,0.125,0.25,1.0,0.125,0
5238,10,10,2,3,0.6158333333333333,tuesday,summer,afternoon,0,5,1,5,0.2,0.3,1.0,0.5,0
5239,27,27,23,26,1.288888888888889,wednesday,summer,evening,7,23,22,23,0.8518518518518519,0.9629629629629629,1.0,0.8518518518518519,2
5240,20,19,10,15,1.3511111111111112,friday,summer,afternoon,0,4,3,4,0.5,0.75,0.95,0.2,2
5241,1,1,1,1,0.0,friday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5242,3,2,1,2,0.15305555555555556,saturday,summer,evening,0,0,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0
5243,8,8,2,4,0.37694444444444447,saturday,summer,evening,0,0,0,0,0.25,0.5,1.0,0.0,0
5244,5,5,3,4,0.3927777777777778,sunday,summer,morning,1,1,1,1,0.6,0.8,1.0,0.2,0
5245,2,2,1,2,0.05416666666666667,sunday,summer,morning,0,0,0,0,0.5,1.0,1.0,0.0,0
5246,5,5,4,5,0.2658333333333333,monday,summer,morning,0,1,1,1,0.8,1.0,1.0,0.2,3
5247,5,5,4,4,0.2111111111111111,monday,summer,afternoon,0,1,1,1,0.8,0.8,1.0,0.2,3
5248,1,1,1,1,0.0,monday,summer,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5249,9,9,7,9,0.2577777777777778,wednesday,summer,night,0,1,0,1,0.7777777777777778,1.0,1.0,0.1111111111111111,3
5250,25,24,23,23,1.2744444444444445,wednesday,summer,afternoon,5,12,8,12,0.92,0.92,0.96,0.48,2
5251,1,1,1,1,0.0,friday,summer,morning,1,1,1,1,1.0,1.0,1.0,1.0,1
5252,23,23,7,7,1.091388888888889,friday,summer,afternoon,4,21,5,21,0.30434782608695654,0.30434782608695654,1.0,0.9130434782608695,2
5253,1,1,1,1,0.0,saturday,summer,afternoon,1,1,1,1,1.0,1.0,1.0,1.0,1
5254,4,4,3,3,0.20333333333333334,saturday,summer,morning,1,1,1,1,0.75,0.75,1.0,0.25,3
5255,12,11,6,4,0.6852777777777778,sunday,summer,afternoon,0,0,0,0,0.5,0.3333333333333333,0.9166666666666666,0.0,0
5256,7,7,3,1,0.4325,sunday,summer,afternoon,0,0,0,0,0.42857142857142855,0.14285714285714285,1.0,0.0,0
5257,2,2,2,2,0.08388888888888889,monday,summer,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5258,18,18,4,11,1.4427777777777777,wednesday,summer,evening,0,3,1,3,0.2222222222222222,0.6111111111111112,1.0,0.16666666666666666,2
5259,3,3,3,3,0.10111111111111111,wednesday,summer,afternoon,0,2,2,2,1.0,1.0,1.0,0.6666666666666666,1
5260,20,20,3,3,1.253611111111111,wednesday,summer,afternoon,0,1,0,1,0.15,0.15,1.0,0.05,2
5261,7,6,1,2,0.38555555555555554,thursday,summer,afternoon,0,0,0,0,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.0,0
5262,2,2,1,1,0.06583333333333333,friday,summer,afternoon,0,0,0,0,0.5,0.5,1.0,0.0,0
5263,4,4,1,1,0.26611111111111113,friday,summer,afternoon,0,0,0,0,0.25,0.25,1.0,0.0,0
5264,17,17,12,15,1.1027777777777779,friday,summer,afternoon,0,1,1,1,0.7058823529411765,0.8823529411764706,1.0,0.058823529411764705,2
5265,4,4,3,4,0.1425,friday,summer,afternoon,0,0,0,0,0.75,1.0,1.0,0.0,3
5266,3,3,2,3,0.08694444444444445,saturday,summer,afternoon,0,0,0,0,0.6666666666666666,1.0,1.0,0.0,3
5267,9,9,3,8,0.49972222222222223,saturday,summer,afternoon,0,0,0,0,0.3333333333333333,0.8888888888888888,1.0,0.0,0
5268,3,3,3,3,0.1738888888888889,saturday,summer,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5269,26,26,20,20,1.3747222222222222,tuesday,summer,evening,4,16,14,16,0.7692307692307693,0.7692307692307693,1.0,0.6153846153846154,2
5270,2,1,1,1,0.08722222222222223,tuesday,summer,evening,0,0,0,0,0.5,0.5,0.5,0.0,0
5271,22,22,16,21,1.2144444444444444,tuesday,summer,night,6,9,9,9,0.7272727272727273,0.9545454545454546,1.0,0.4090909090909091,2
5272,2,2,1,2,0.11555555555555555,tuesday,summer,late  night,0,2,2,2,0.5,1.0,1.0,1.0,1
5273,27,27,3,3,1.386388888888889,wednesday,summer,afternoon,0,0,0,0,0.1111111111111111,0.1111111111111111,1.0,0.0,2
5274,21,21,8,13,1.2802777777777778,wednesday,summer,afternoon,0,0,0,0,0.38095238095238093,0.6190476190476191,1.0,0.0,2
5275,22,22,13,17,1.3133333333333332,thursday,summer,afternoon,0,1,2,2,0.5909090909090909,0.7727272727272727,1.0,0.09090909090909091,2
5276,8,8,8,8,0.5169444444444444,saturday,summer,afternoon,0,3,2,3,1.0,1.0,1.0,0.375,3
5277,19,19,19,19,1.281388888888889,saturday,summer,afternoon,4,8,7,8,1.0,1.0,1.0,0.42105263157894735,2
5278,1,1,1,1,0.0,friday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5279,14,14,1,1,0.6427777777777778,saturday,summer,morning,0,14,1,14,0.07142857142857142,0.07142857142857142,1.0,1.0,1
5280,14,14,2,2,0.6213888888888889,saturday,summer,afternoon,1,4,1,4,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,0
5281,5,5,2,2,0.11694444444444445,saturday,summer,afternoon,0,3,0,3,0.4,0.4,1.0,0.6,1
5282,12,12,1,1,0.5702777777777778,saturday,summer,afternoon,0,11,0,11,0.08333333333333333,0.08333333333333333,1.0,0.9166666666666666,1
5283,27,27,7,3,1.5308333333333333,sunday,summer,afternoon,0,1,0,1,0.25925925925925924,0.1111111111111111,1.0,0.037037037037037035,2
5284,1,1,1,1,0.0,thursday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5285,2,2,1,1,0.0425,saturday,summer,afternoon,0,0,0,0,0.5,0.5,1.0,0.0,0
5286,26,26,1,1,1.2261111111111112,saturday,summer,afternoon,0,0,0,0,0.038461538461538464,0.038461538461538464,1.0,0.0,2
5287,1,1,1,1,0.0,sunday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5288,1,1,1,1,0.0,sunday,summer,afternoon,0,1,0,1,1.0,1.0,1.0,1.0,1
5289,3,3,1,1,0.08722222222222223,monday,summer,morning,0,3,1,3,0.3333333333333333,0.3333333333333333,1.0,1.0,1
5290,7,7,1,1,0.3163888888888889,monday,summer,morning,0,7,0,7,0.14285714285714285,0.14285714285714285,1.0,1.0,1
5291,1,1,1,1,0.0,tuesday,summer,evening,0,1,1,1,1.0,1.0,1.0,1.0,1
5292,9,9,3,3,0.6241666666666666,wednesday,summer,night,1,8,2,8,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,1
5293,4,4,4,4,0.17888888888888888,sunday,summer,afternoon,2,4,4,4,1.0,1.0,1.0,1.0,1
5294,24,24,20,21,1.1958333333333333,tuesday,summer,evening,1,10,9,10,0.8333333333333334,0.875,1.0,0.4166666666666667,2
5295,13,13,9,12,0.6563888888888889,wednesday,summer,evening,3,10,7,10,0.6923076923076923,0.9230769230769231,1.0,0.7692307692307693,1
5296,1,1,1,1,0.0,wednesday,summer,evening,0,1,0,1,1.0,1.0,1.0,1.0,1
5297,6,6,2,5,0.3186111111111111,thursday,summer,afternoon,0,5,4,5,0.3333333333333333,0.8333333333333334,1.0,0.8333333333333334,1
5298,6,6,5,6,0.22916666666666666,thursday,summer,afternoon,0,0,0,0,0.8333333333333334,1.0,1.0,0.0,3
5299,13,13,11,12,0.5775,friday,summer,afternoon,0,0,0,0,0.8461538461538461,0.9230769230769231,1.0,0.0,3
5300,9,9,7,8,0.45,friday,summer,evening,0,0,0,0,0.7777777777777778,0.8888888888888888,1.0,0.0,3
5301,1,1,1,1,0.0,friday,summer,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5302,8,8,2,5,0.41805555555555557,friday,summer,night,0,0,0,0,0.25,0.625,1.0,0.0,0
5303,19,19,2,13,1.4258333333333333,friday,summer,afternoon,0,9,6,9,0.10526315789473684,0.6842105263157895,1.0,0.47368421052631576,2
5304,16,16,11,11,1.096111111111111,friday,summer,afternoon,0,0,0,0,0.6875,0.6875,1.0,0.0,2
5305,1,1,1,1,0.0,sunday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5306,22,20,3,7,1.3616666666666666,monday,summer,afternoon,0,0,0,0,0.13636363636363635,0.3181818181818182,0.9090909090909091,0.0,2
5307,20,20,2,11,1.1736111111111112,monday,summer,night,0,0,0,0,0.1,0.55,1.0,0.0,2
5308,3,3,1,1,0.10944444444444444,monday,summer,morning,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.0,0
5309,21,21,9,12,1.5097222222222222,tuesday,summer,afternoon,0,3,3,3,0.42857142857142855,0.5714285714285714,1.0,0.14285714285714285,2
5310,2,2,2,2,0.07555555555555556,tuesday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5311,8,8,3,7,0.42916666666666664,tuesday,summer,evening,0,1,0,1,0.375,0.875,1.0,0.125,0
5312,1,1,1,1,0.0,wednesday,summer,night,0,1,1,1,1.0,1.0,1.0,1.0,1
5313,1,1,1,1,0.0,thursday,summer,night,0,1,1,1,1.0,1.0,1.0,1.0,1
5314,1,1,1,1,0.0,thursday,summer,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5315,20,20,5,12,1.1644444444444444,thursday,summer,afternoon,1,9,6,9,0.25,0.6,1.0,0.45,2
5316,1,1,1,1,0.0,friday,summer,afternoon,0,0,1,1,1.0,1.0,1.0,1.0,1
5317,30,30,13,21,1.5502777777777779,friday,summer,evening,1,13,4,13,0.43333333333333335,0.7,1.0,0.43333333333333335,2
5318,14,14,5,6,0.8827777777777778,friday,summer,evening,0,0,0,0,0.35714285714285715,0.42857142857142855,1.0,0.0,2
5319,1,1,1,1,0.0,monday,summer,afternoon,0,1,1,1,1.0,1.0,1.0,1.0,1
5320,8,8,3,7,0.45,tuesday,summer,evening,1,7,4,7,0.375,0.875,1.0,0.875,1
5321,4,4,1,4,0.1125,tuesday,summer,evening,0,2,1,2,0.25,1.0,1.0,0.5,0
5322,2,2,2,2,0.08944444444444444,tuesday,summer,afternoon,0,1,1,1,1.0,1.0,1.0,0.5,3
5323,1,1,1,1,0.0,thursday,summer,evening,0,1,0,1,1.0,1.0,1.0,1.0,1
5324,2,1,2,2,0.06138888888888889,saturday,summer,late  night,2,2,2,2,1.0,1.0,0.5,1.0,1
5325,19,19,3,13,1.2538888888888888,sunday,summer,morning,2,18,11,18,0.15789473684210525,0.6842105263157895,1.0,0.9473684210526315,2
5326,9,9,3,3,0.7425,tuesday,summer,evening,0,8,2,8,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,1
5327,6,6,2,3,0.38861111111111113,tuesday,summer,evening,1,6,2,6,0.3333333333333333,0.5,1.0,1.0,1
5328,3,3,2,3,0.10111111111111111,thursday,summer,evening,0,1,1,1,0.6666666666666666,1.0,1.0,0.3333333333333333,3
5329,16,16,3,9,1.125,thursday,summer,afternoon,0,0,0,0,0.1875,0.5625,1.0,0.0,2
5330,1,1,1,1,0.0,thursday,summer,afternoon,0,1,1,1,1.0,1.0,1.0,1.0,1
5331,2,2,2,2,0.1025,friday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5332,20,20,11,13,1.2097222222222221,saturday,summer,evening,1,14,7,14,0.55,0.65,1.0,0.7,2
5333,37,37,29,37,2.4530555555555558,sunday,summer,afternoon,3,26,24,26,0.7837837837837838,1.0,1.0,0.7027027027027027,2
5334,6,6,5,5,0.6263888888888889,sunday,summer,afternoon,1,4,3,4,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1
5335,2,2,2,2,0.11916666666666667,monday,summer,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5336,4,4,3,4,0.3611111111111111,monday,summer,evening,0,0,0,0,0.75,1.0,1.0,0.0,3
5337,2,2,1,1,0.03805555555555556,monday,summer,afternoon,0,0,0,0,0.5,0.5,1.0,0.0,0
5338,1,1,1,1,0.0,tuesday,summer,late  night,0,1,1,1,1.0,1.0,1.0,1.0,1
5339,14,14,8,8,0.6980555555555555,tuesday,summer,afternoon,1,8,2,8,0.5714285714285714,0.5714285714285714,1.0,0.5714285714285714,1
5340,1,1,1,1,0.0,wednesday,summer,morning,0,1,1,1,1.0,1.0,1.0,1.0,1
5341,1,1,1,1,0.0,thursday,summer,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5342,22,21,7,7,0.9675,saturday,summer,afternoon,1,10,6,10,0.3181818181818182,0.3181818181818182,0.9545454545454546,0.45454545454545453,2
5343,2,2,1,1,0.06416666666666666,saturday,summer,afternoon,0,0,0,0,0.5,0.5,1.0,0.0,0
5344,15,15,6,5,0.3572222222222222,saturday,summer,afternoon,4,4,4,4,0.4,0.3333333333333333,1.0,0.26666666666666666,0
5345,1,1,1,1,0.0,saturday,summer,afternoon,1,1,1,1,1.0,1.0,1.0,1.0,1
5346,1,1,1,1,0.0,saturday,summer,afternoon,1,1,1,1,1.0,1.0,1.0,1.0,1
5347,3,3,3,3,0.27694444444444444,sunday,summer,afternoon,2,3,3,3,1.0,1.0,1.0,1.0,1
5348,19,17,3,3,0.8397222222222223,sunday,summer,afternoon,1,1,1,1,0.15789473684210525,0.15789473684210525,0.8947368421052632,0.05263157894736842,0
5349,9,9,8,8,0.5725,sunday,summer,night,0,1,1,1,0.8888888888888888,0.8888888888888888,1.0,0.1111111111111111,3
5350,4,4,4,4,0.14972222222222223,sunday,summer,afternoon,2,4,4,4,1.0,1.0,1.0,1.0,1
5351,17,17,6,6,0.6708333333333333,sunday,summer,afternoon,1,8,2,8,0.35294117647058826,0.35294117647058826,1.0,0.47058823529411764,0
5352,3,3,1,3,0.10694444444444444,sunday,summer,afternoon,0,1,1,1,0.3333333333333333,1.0,1.0,0.3333333333333333,0
5353,22,22,16,19,1.261388888888889,sunday,summer,afternoon,8,12,10,12,0.7272727272727273,0.8636363636363636,1.0,0.5454545454545454,2
5354,5,5,1,4,0.18861111111111112,monday,fall,night,0,1,0,1,0.2,0.8,1.0,0.2,0
5355,12,12,1,1,0.6586111111111111,monday,fall,morning,0,12,0,12,0.08333333333333333,0.08333333333333333,1.0,1.0,1
5356,8,8,4,4,0.32055555555555554,monday,fall,afternoon,0,4,1,4,0.5,0.5,1.0,0.5,0
5357,2,2,1,1,0.07388888888888889,monday,fall,afternoon,0,2,1,2,0.5,0.5,1.0,1.0,1
5358,1,1,1,1,0.0,monday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5359,1,1,1,1,0.0,monday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5360,4,4,1,3,0.2075,wednesday,fall,afternoon,0,0,0,0,0.25,0.75,1.0,0.0,0
5361,4,4,4,4,0.26666666666666666,wednesday,fall,afternoon,1,4,3,4,1.0,1.0,1.0,1.0,1
5362,1,1,1,1,0.0,wednesday,fall,afternoon,1,1,1,1,1.0,1.0,1.0,1.0,1
5363,2,2,1,2,0.06861111111111111,thursday,fall,late  night,0,0,0,0,0.5,1.0,1.0,0.0,0
5364,1,1,1,1,0.0,friday,fall,evening,0,0,0,0,1.0,1.0,1.0,0.0,3
5365,25,25,11,12,1.3477777777777777,saturday,fall,afternoon,0,11,7,11,0.44,0.48,1.0,0.44,2
5366,18,17,11,14,1.196388888888889,saturday,fall,evening,0,2,0,2,0.6111111111111112,0.7777777777777778,0.9444444444444444,0.1111111111111111,2
5367,1,1,1,1,0.0,saturday,fall,late  night,1,1,1,1,1.0,1.0,1.0,1.0,1
5368,8,8,1,1,0.4236111111111111,saturday,fall,morning,0,0,0,0,0.125,0.125,1.0,0.0,0
5369,2,2,2,2,0.07972222222222222,saturday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5370,5,5,5,5,0.25083333333333335,saturday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5371,10,10,9,9,0.49777777777777776,sunday,fall,night,0,1,1,1,0.9,0.9,1.0,0.1,3
5372,23,23,14,18,1.1919444444444445,sunday,fall,afternoon,0,0,0,0,0.6086956521739131,0.782608695652174,1.0,0.0,2
5373,5,5,1,1,0.2086111111111111,sunday,fall,afternoon,0,0,0,0,0.2,0.2,1.0,0.0,0
5374,13,13,2,1,0.35638888888888887,sunday,fall,afternoon,0,0,0,0,0.15384615384615385,0.07692307692307693,1.0,0.0,0
5375,7,7,3,6,0.3047222222222222,monday,fall,afternoon,0,2,1,3,0.42857142857142855,0.8571428571428571,1.0,0.42857142857142855,0
5376,3,3,3,3,0.11472222222222223,monday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5377,2,2,2,2,0.0425,monday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5378,1,1,1,1,0.0,sunday,fall,night,0,0,0,0,1.0,1.0,1.0,0.0,3
5379,28,28,3,11,1.7361111111111112,monday,fall,afternoon,0,0,0,0,0.10714285714285714,0.39285714285714285,1.0,0.0,2
5380,9,9,1,1,0.4236111111111111,monday,fall,afternoon,0,6,0,6,0.1111111111111111,0.1111111111111111,1.0,0.6666666666666666,0
5381,3,3,1,1,0.08638888888888889,tuesday,fall,afternoon,0,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.0,0
5382,1,1,1,1,0.0,tuesday,fall,afternoon,0,1,0,1,1.0,1.0,1.0,1.0,1
5383,14,14,11,12,0.7538888888888889,wednesday,fall,afternoon,0,4,4,4,0.7857142857142857,0.8571428571428571,1.0,0.2857142857142857,3
5384,6,6,6,6,0.2388888888888889,thursday,fall,afternoon,0,0,0,0,1.0,1.0,1.0,0.0,3
5385,11,11,10,11,0.6294444444444445,friday,fall,afternoon,8,8,8,8,0.9090909090909091,1.0,1.0,0.7272727272727273,1
5386,1,1,1,1,0.0,friday,fall,night,0,1,1,1,1.0,1.0,1.0,1.0,1
5387,4,4,1,1,0.16722222222222222,saturday,fall,evening,0,4,0,4,0.25,0.25,1.0,1.0,1
5388,3,3,1,1,0.09222222222222222,saturday,fall,morning,0,3,0,3,0.3333333333333333,0.3333333333333333,1.0,1.0,1
5389,37,35,8,7,2.0005555555555556,saturday,fall,morning,1,3,1,3,0.21621621621621623,0.1891891891891892,0.9459459459459459,0.08108108108108109,2
5390,3,3,2,1,0.09444444444444444,saturday,fall,afternoon,0,0,0,0,0.6666666666666666,0.3333333333333333,1.0,0.0,3
